lang_0000000000Q5A620BJ9E9RVXE7,Zhuang,za,zha,Saɯ cueŋƅ,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000SSRX9JG97NHT6RHJ,Zulu,zu,zul,Isizulu,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_000000000046A0D7ZNRBJZ0VG0,English (United Kingdom),en-GB,,English (united kingdom),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_00000000005D6Y3JHS1TZ6P3C0,English (Australia),en-AU,,English (australia),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000ABJHARZWN39WPQG1,English (Canada),en-CA,,English (canada),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000APGYRQ9NV615HPZN,Spanish (Spain),es-ES,,Español (españa),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000HR49HXQ3ECR0NW6B,Spanish (Latin America),es-419,,Español (latinoamérica),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000ZE12ANFEHF0VPC1B,Spanish (Mexico),es-MX,,Español (méxico),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000MR3XDR6FTC1W16HF,French (Canada),fr-CA,,Français (canada),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_00000000002HDRBEHXZWH1K59J,Portuguese (Brazil),pt-BR,,Português (brasil),f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
lang_0000000000T15V504MD1E4YPZT,Chinese (Simplified),zh-Hans,,中文（简体）,f,2023-03-21 16:55:17.315,2023-03-21 16:55:17.315,,
